change_id,layer_id,feature_id,change_type,field_name,old_value,new_value,reason,source_case_id,confidence,timestamp,reversible,notes
CHG-000234,hotels,LY-HOT-000131,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق البردي\nOBJECTID_1 9\nFID_1 18\nobjectid 18\nname فندق البردي\npopupinfo فندق البردي\nx 25.087399\ny 31.753349\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق البردي OBJECTID_1 9 FID_1 18 objectid 18 name فندق البردي popupinfo فندق البردي x 25.087399 y 31.753349 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000235,hotels,LY-HOT-000132,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق التلال\nOBJECTID_1 15\nFID_1 24\nobjectid 24\nname فندق التلال\npopupinfo\nx 21.717813\ny 32.761772\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق التلال OBJECTID_1 15 FID_1 24 objectid 24 name فندق التلال popupinfo x 21.717813 y 32.761772 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000236,hotels,LY-HOT-000133,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق الجبل الأخضر\nOBJECTID_1 21\nFID_1 31\nobjectid 31\nname فندق الجبل الأخضر\npopupinfo\nx 22.640741\ny 32.763145\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق الجبل الأخضر OBJECTID_1 21 FID_1 31 objectid 31 name فندق الجبل الأخضر popupinfo x 22.640741 y 32.763145 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000237,hotels,LY-HOT-000134,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق الجغبوب\nOBJECTID_1 22\nFID_1 32\nobjectid 32\nname فندق الجغبوب\npopupinfo\nx 23.97657\ny 32.080338\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق الجغبوب OBJECTID_1 22 FID_1 32 objectid 32 name فندق الجغبوب popupinfo x 23.97657 y 32.080338 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000238,hotels,LY-HOT-000135,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق الجلاء\nOBJECTID_1 23\nFID_1 33\nobjectid 33\nname فندق الجلاء\npopupinfo\nx 23.972946\ny 32.080662\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق الجلاء OBJECTID_1 23 FID_1 33 objectid 33 name فندق الجلاء popupinfo x 23.972946 y 32.080662 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000239,hotels,LY-HOT-000137,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية: El Khan Hotel\ndescription:\nالعنوان: يقع في شارع أربعة عرصات بالمدينة القديمة\nالاتصال: 3344917_3344917 21 218+\nنطاق الأسعار: 1,100 دينار إلى 1,750 دينار لليلة الواحد\nالتصنيف: 4 نجوم\nعدد الغرف:\nالخدمات: يتوفر مسبح خارجي مع تراس للتشمس، بالإضافة إلى تراس على السطح لتقديم المشروبات والوجبات الخفيفة\nالوصف: فندق بوتيك مميز مصنف يتميز الفندق بتصميمه المعماري المستوحى من الطراز الأمازيغي والشرقي التقليدي\nوسائل الاتصال: https://www.facebook.com/lyhotel/"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: El Khan Hotel description: العنوان: يقع في شارع أربعة عرصات بالمدينة القديمة الاتصال: 3344917_3344917 21 218+ نطاق الأسعار: 1,100 دينار إلى 1,750 دينار لليلة الواحد التصنيف: 4 نجوم عدد الغرف: الخدمات: يتوفر مسبح خارجي مع تراس للتشمس، بالإضافة إلى تراس على السطح لتقديم المشروبات والوجبات الخفيفة الوصف: فندق بوتيك مميز مصنف يتميز الفندق بتصميمه المعماري المستوحى من الطراز الأمازيغي والشرقي التقليدي وسائل الاتصال: https://www.facebook.com/lyhotel/"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000240,hotels,LY-HOT-000138,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية: (Al Rehab Hotel)\ndescription:\nالعنوان: يقع الفندق في شارع ابن مطروح، بالقرب من ميدان السويحلي، ويبعد حوالي 10 دقائق بالسيارة عن المدينة القديمة والقلعة الحمراء (السرايا الحمراء)\nالاتصال: 091-8039494\n+218 91-8039494\nنطاق الأسعار: غرفة لشخص واحد: حوالي 70 دينار ليبي في الليلة.غرفة لشخصين: حوالي 100 دينار ليبي في الليلة\nالتصنيف: فندق اقتصادي وصغير\nعدد الغرف:\nالخدمات: إنترنت لاسلكي (Wi-Fi) مجانية الطعام: يحتوي الفندق على مطعم يقدم مأكولات عربية وعالمية ومحلية\nالوصف: فندق عملي ومناسب لأصحاب الميزانيات المحدودة\nوسائل الاتصال: https://www.facebook.com/p/%D9%81%D9%86%D8%AF%D9%82-%D8%A7%D9%84%D8%B1%D8%AD%D8%A7%D8%A8-2-61576084561958/"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: (Al Rehab Hotel) description: العنوان: يقع الفندق في شارع ابن مطروح، بالقرب من ميدان السويحلي، ويبعد حوالي 10 دقائق بالسيارة عن المدينة القديمة والقلعة الحمراء (السرايا الحمراء) الاتصال: 091-8039494 +218 91-8039494 نطاق الأسعار: غرفة لشخص واحد: حوالي 70 دينار ليبي في الليلة.غرفة لشخصين: حوالي 100 دينار ليبي في الليلة التصنيف: فندق اقتصادي وصغير عدد الغرف: الخدمات: إنترنت لاسلكي (Wi-Fi) مجانية الطعام: يحتوي الفندق على مطعم يقدم مأكولات عربية وعالمية ومحلية الوصف: فندق عملي ومناسب لأصحاب الميزانيات المحدودة وسائل الاتصال: https://www.facebook.com/p/%D9%81%D9%86%D8%AF%D9%82-%D8%A7%D9%84%D8%B1%D8%AD%D8%A7%D8%A8-2-61576084561958/"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000241,hotels,LY-HOT-000140,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription: تمت إزالته\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق الزيتونة\nOBJECTID_1 42\nFID_1 52\nobjectid 52\nname فندق الزيتونة\npopupinfo خارج الخدمة\nx 14.0148\ny 31.756525\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: تمت إزالته العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق الزيتونة OBJECTID_1 42 FID_1 52 objectid 52 name فندق الزيتونة popupinfo خارج الخدمة x 14.0148 y 31.756525 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000242,hotels,LY-HOT-000142,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق السلام\nOBJECTID_1 46\nFID_1 56\nobjectid 56\nname فندق السلام\npopupinfo\nx 12.098621\ny 32.924808\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق السلام OBJECTID_1 46 FID_1 56 objectid 56 name فندق السلام popupinfo x 12.098621 y 32.924808 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000243,hotels,LY-HOT-000143,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية: Ibn Al-Rumi Hotel\ndescription:\nالعنوان: فندق ابن الرومي طرابلس_شارع الرشيد\nالاتصال:\nنطاق الأسعار: تبدا من50 ديناراً ليبياً لليلة الواحدة\nالتصنيف: يُصنف كفندق شعبي بسيط ذو خدمات أساسية ومحدودة\nعدد الغرف:\nالخدمات: غرف مبيت أساسية: يوفر غرفاً بسيطة (مثل الغرف المزدوجة بسريرين) بأسعار رمزية تناسب التجار والمسافرين لأجل العمل السريع\nالوصف: فندق عائلي صغير جداً يقع في قلب العاصمة الليبية\nوسائل الاتصال: https://www.facebook.com/profile.php?id=100064227002170"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: Ibn Al-Rumi Hotel description: العنوان: فندق ابن الرومي طرابلس_شارع الرشيد الاتصال: نطاق الأسعار: تبدا من50 ديناراً ليبياً لليلة الواحدة التصنيف: يُصنف كفندق شعبي بسيط ذو خدمات أساسية ومحدودة عدد الغرف: الخدمات: غرف مبيت أساسية: يوفر غرفاً بسيطة (مثل الغرف المزدوجة بسريرين) بأسعار رمزية تناسب التجار والمسافرين لأجل العمل السريع الوصف: فندق عائلي صغير جداً يقع في قلب العاصمة الليبية وسائل الاتصال: https://www.facebook.com/profile.php?id=100064227002170"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000244,hotels,LY-HOT-000144,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription: مغلق\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق اجدابيا\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: مغلق العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق اجدابيا وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000245,hotels,LY-HOT-000145,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription: فندق HYATT ، هنا معقل الفخامة والراحة والخصوصية ��\nمصراتة - شارع عبدالله الغريب - 0910878118\nالعنوان: 93FM+HG8، مصراتة\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق الامتياز\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: فندق HYATT ، هنا معقل الفخامة والراحة والخصوصية �� مصراتة - شارع عبدالله الغريب - 0910878118 العنوان: 93FM+HG8، مصراتة الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق الامتياز وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000246,hotels,LY-HOT-000146,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق الصحراوي\nOBJECTID_1 63\nFID_1 67\nobjectid 67\nname فندق الصحراوي\npopupinfo\nx 12.0825\ny 32.933887\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق الصحراوي OBJECTID_1 63 FID_1 67 objectid 67 name فندق الصحراوي popupinfo x 12.0825 y 32.933887 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000247,hotels,LY-HOT-000148,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق المهاري\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق المهاري وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000248,hotels,LY-HOT-000149,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription: جرفه السيل\nالعنوان: يقع في منطقة المغار، وسط البلاد، درنة، ليبيا\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف:\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: جرفه السيل العنوان: يقع في منطقة المغار، وسط البلاد، درنة، ليبيا الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000249,hotels,LY-HOT-000150,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق الفضيل\nOBJECTID_1 77\nFID_1 81\nobjectid 81\nname فندق الفضيل\npopupinfo يقع على بعد دقائق من وسط المدينة ، ويحتوي على 52 غرفة ، و 13 جناحاً ، موزعة على ثلاث طوابق، وزودت جميع الغرف بأجهزة تكييف ، وتلفزيونات، وثلاجات\nx 20.049503\ny 32.09071\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق الفضيل OBJECTID_1 77 FID_1 81 objectid 81 name فندق الفضيل popupinfo يقع على بعد دقائق من وسط المدينة ، ويحتوي على 52 غرفة ، و 13 جناحاً ، موزعة على ثلاث طوابق، وزودت جميع الغرف بأجهزة تكييف ، وتلفزيونات، وثلاجات x 20.049503 y 32.09071 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000250,hotels,LY-HOT-000151,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق الفضيل رأس لانوف\nOBJECTID_1 78\nFID_1 82\nobjectid 82\nname فندق الفضيل رأس لانوف\npopupinfo\nx 18.420834\ny 30.589722\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق الفضيل رأس لانوف OBJECTID_1 78 FID_1 82 objectid 82 name فندق الفضيل رأس لانوف popupinfo x 18.420834 y 30.589722 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000251,hotels,LY-HOT-000152,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق الفلك\nOBJECTID_1 79\nFID_1 83\nobjectid 83\nname فندق الفلك\npopupinfo\nx 23.976387\ny 32.080894\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق الفلك OBJECTID_1 79 FID_1 83 objectid 83 name فندق الفلك popupinfo x 23.976387 y 32.080894 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000252,hotels,LY-HOT-000153,safe_normalization,multiple_fields,"{""alias_ids"": null, ""description_ar"": ""الاسم باللغة الانجليزية:\ndescription:\nالعنوان:\nالاتصال:\nنطاق الأسعار:\nالتصنيف:\nعدد الغرف:\nالخدمات:\nالوصف: فندق القرضابية\nOBJECTID_1 81\nFID_1 85\nobjectid 85\nname فندق القرضابية\npopupinfo\nx 16.622601\ny 31.211296\nn_rooms\nn_beds\nen_name\ncreated 07/03/2021\nmodified 07/03/2021\nowner 0\nstreet\nimage\nphone\ncity\nوسائل الاتصال:"", ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null, ""website"": """"}","{""alias_ids"": [], ""description_ar"": ""الاسم باللغة الانجليزية: description: العنوان: الاتصال: نطاق الأسعار: التصنيف: عدد الغرف: الخدمات: الوصف: فندق القرضابية OBJECTID_1 81 FID_1 85 objectid 85 name فندق القرضابية popupinfo x 16.622601 y 31.211296 n_rooms n_beds en_name created 07/03/2021 modified 07/03/2021 owner 0 street image phone city وسائل الاتصال:"", ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": [], ""website"": null}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
