id,name_ar,facility_type_code,municipality_ar,longitude,latitude,match_status,data_quality_status,completeness_percent,image_status
LY-HOT-000078,فندق المنامة,hotel,فندق محلي يقع في قلب العاصمة الليبية طرابلس السويحلي,13.172993,32.893541,exact_match,high,88,temporary_google_url
LY-HOT-000079,فندق النخلة,hotel,,13.196285,32.890724,exact_match,medium,62,temporary_google_url
LY-HOT-000080,فندق النقازة الخمس,resort,طريق النهر، الخمس، ليبيا,14.098898,32.694199,exact_match,high,88,temporary_google_url
LY-HOT-000081,فندق النهر,hostel,العنوان: طرابلس، شارع طارق بن زياد (الموازي لشارع المعري)، بالقرب من مسجد بورقيبة,13.1711084,32.8935913,exact_match,high,100,temporary_google_url
LY-HOT-000082,فندق الهنشيري,hotel,,13.177876,32.897038,exact_match,medium,50,no_image
LY-HOT-000083,فندق الهيشة,hotel,,15.258722,31.453671,exact_match,medium,50,no_image
LY-HOT-000084,فندق الواحات,hotel,,13.168939,32.887352,exact_match,medium,62,temporary_google_url
LY-HOT-000085,فندق الياسمين,hotel,,13.1842,32.887569,exact_match,medium,62,temporary_google_url
LY-HOT-000086,فندق أجنحة قرطاج,hotel,,13.177545,32.8909651,exact_match,medium,62,temporary_google_url
LY-HOT-000087,فندق أفريقيا,hotel,,15.092281,32.378033,exact_match,medium,50,no_image
LY-HOT-000088,فندق بنت السيد,hotel,يقع الفندق في أول شارع سيدي يعقوب، تحديداً عند ناصية وسعاية مخزن الرخام داخل أسوار المدينة القديمة,13.175939,32.900146,exact_match,high,88,temporary_google_url
LY-HOT-000089,فندق بودلغوسة,hotel,يقع الفندق في محلة المدينة القديمة، تحديداً عند طريق الحِلقة (أو زنقة جامع الدروج,13.178583,32.894421,exact_match,high,75,no_image
LY-HOT-000090,فندق بيت الأمان,hostel,منطقة الظهرة، طرابلس، ليبيا,13.1922543,32.8904765,exact_match,high,100,temporary_google_url
LY-HOT-000091,فندق بيت الشرق,hostel,يقع الفندق في شارع الرازي، وتحديداً خلف شارع الكندي في مدينة طرابلس,13.1722496,32.8922214,exact_match,high,88,temporary_google_url
LY-HOT-000092,فندق تابكت,hotel,,15.084174,32.373779,exact_match,medium,50,no_image
LY-HOT-000093,لانكاستر برج الحياة ( ماريوت سابقا),hotel,طرابلس امام مصيف flyboard سابقا,13.164378,32.89019,exact_match,high,100,temporary_google_url
LY-HOT-000094,فندق دار غدامس,hostel,يقع بالقرب من المدينة القديمة,9.490862,30.0286488,exact_match,high,100,temporary_google_url
LY-HOT-000095,فندق ديار الهناء,hotel,,15.090561,32.378174,exact_match,medium,62,temporary_google_url
